true,0,0,0,0,0
true,25,86,3,109,2270
false,26,92,-3,107,4020
true,61,91,2,594,3759
false,76,7,-2,749,1789
true,91,24,2,119,3406
false,62,89,-2,241,1281
true,80,70,1,429,6236
false,34,42,-1,426,6096
true,37,20,7,1223,5330
false,79,97,-7,1550,6977
true,83,1,7,594,5403
false,96,56,-7,692,5979
true,84,28,2,71,5671
false,89,96,-2,225,3854
true,91,57,4,434,2514
false,91,20,-4,471,2551
true,45,66,8,1682,7070
false,37,61,-8,1879,2919
true,37,30,4,908,2784
false,63,67,-4,685,4685
true,37,25,4,1094,2134
false,61,33,-4,79,3199
true,71,74,3,62,1102
false,98,6,-3,385,1425
true,95,27,1,32,2361
false,5,74,-1,414,4808
true,72,8,7,529,5105
false,45,9,-7,1818,6172
true,38,72,6,231,6194
false,73,19,-6,567,1607
true,70,51,8,873,3993
false,42,37,-8,1944,2984
true,49,41,6,1087,3920
false,6,9,-6,1364,6573
true,29,44,8,23,4732
false,38,8,-8,83,4249
true,71,21,7,34,4254
false,68,17,-7,253,5819
true,21,57,1,565,2893
false,94,81,-1,495,6545
true,75,52,8,1544,3624
false,100,42,-8,1570,3650
true,14,93,1,75,1737
false,67,95,-1,495,3161
true,56,49,6,615,6307
false,86,88,-6,653,7396
true,38,93,2,345,2472
false,45,75,-2,12,1052
true,84,4,6,1921,5091
false,10,91,-6,1292,6765
