true,0,0,0,0,0
true,61,82,6,581,7118
false,54,96,-6,2273,3353
true,2,1,5,819,5171
false,50,26,-5,1523,6305
true,26,68,1,1359,5212
false,97,89,-1,121,4879
true,35,5,2,289,2449
false,15,38,-2,260,6899
true,96,95,2,248,7327
false,97,70,-2,2747,6477
true,3,41,1,153,1496
false,43,75,-1,454,5979
true,29,8,3,1083,7684
false,21,45,-3,828,6228
true,84,94,6,3283,4363
false,23,73,-6,647,7127
true,76,85,2,22,6502
false,6,100,-2,901,7778
true,27,13,6,4641,5721
false,73,15,-6,907,9547
true,87,73,2,339,3579
false,94,8,-2,1684,7126
true,34,77,4,3656,5816
false,17,76,-4,973,8533
true,57,93,2,244,1591
false,25,88,-2,784,5120
true,6,50,2,44,3830
false,11,90,-2,70,5325
true,64,100,6,3486,9528
false,29,61,-6,894,9580
true,88,43,5,3038,5198
false,19,25,-5,1489,6889
true,11,88,6,4304,6464
false,8,58,-6,3794,7034
true,58,96,4,2393,5835
false,87,99,-4,2136,5324
true,34,45,2,724,1804
false,32,86,-2,425,2585
true,41,51,5,1042,9433
false,79,80,-5,1145,8400
true,54,31,3,32,2025
false,16,9,-3,472,2782
true,59,57,1,353,3626
false,100,89,-1,954,3974
true,1,67,1,424,6941
false,88,87,-1,746,6508
true,32,20,2,135,7463
false,6,96,-2,523,3763
true,11,78,3,645,2805
false,96,62,-3,348,4541
true,36,67,3,366,7822
false,38,89,-3,3035,4115
true,21,79,6,2168,9325
false,88,1,-6,1327,7807
true,10,38,1,571,6028
false,70,13,-1,329,3376
true,61,64,5,3386,4466
false,34,7,-5,1565,8849
true,33,65,6,4038,6198
false,31,8,-6,3574,10575
true,38,51,6,417,10137
false,72,83,-6,4783,5863
true,66,81,6,1264,3424
false,62,15,-6,648,7810
true,6,14,4,431,5831
false,85,60,-4,1128,5448
true,73,5,6,3706,4786
false,30,26,-6,224,9153
true,58,9,5,831,7038
false,78,47,-5,589,6000
true,54,22,1,1770,6219
false,76,29,-1,1699,2779
true,33,23,4,517,8077
false,3,82,-4,2743,5983
true,41,6,4,743,5063
false,27,53,-4,1467,4707
true,39,72,3,91,4894
false,98,46,-3,328,2336
true,93,90,4,32,2305
false,20,77,-4,157,3459
true,53,18,5,3466,10221
false,99,58,-5,4341,5421
true,100,20,3,198,857
false,18,80,-3,299,1632
true,100,23,2,313,5219
false,59,87,-2,43,5321
true,38,51,5,2789,6029
false,10,53,-5,1737,7137
true,30,68,6,897,6297
false,2,87,-6,895,7950
true,42,67,5,1225,8785
false,23,11,-5,3444,6684
true,85,35,4,47,9767
false,95,78,-4,3331,6571
true,3,51,6,1642,9202
false,28,49,-6,1667,9227
true,100,96,2,486,2662
false,76,54,-2,46,3466
true,7,14,6,3163,4243
false,31,73,-6,2441,7546
