true,0,0,0,0,0
true,12,66,1,312,2445
false,42,86,-1,626,5241
true,24,56,1,47,3083
false,28,33,-1,868,4486
true,45,19,1,66,5655
false,81,70,-1,197,2037
true,44,29,1,908,1828
false,18,84,-1,758,6028
true,72,62,1,717,4225
false,63,44,-1,879,4245
true,62,40,1,1158,6394
false,50,59,-1,2613,6416
true,7,74,1,271,3130
false,67,21,-1,439,3670
true,51,47,1,1556,6319
false,87,65,-1,839,4519
true,73,7,1,1934,4781
false,61,71,-1,67,6686
true,62,42,1,329,4981
false,78,15,-1,412,2252
true,19,6,1,240,4119
false,91,46,-1,832,4661
true,35,72,1,68,2828
false,78,100,-1,82,6099
true,31,34,1,160,6268
false,29,60,-1,232,6754
true,28,69,1,880,3470
false,19,26,-1,1099,4893
true,56,63,1,523,1704
false,77,10,-1,24,4061
true,67,37,1,200,4800
false,81,8,-1,451,5752
true,89,41,1,12,2857
false,9,13,-1,107,641
true,39,25,1,1391,4151
false,31,56,-1,2192,7403
true,54,58,1,631,4486
false,36,18,-1,1125,6369
true,80,6,1,142,2309
false,61,87,-1,92,1012
true,69,3,1,1045,3805
false,40,42,-1,2007,5693
true,20,22,1,1569,4831
false,61,92,-1,772,2612
true,48,47,1,1099,2019
false,26,12,-1,680,2520
true,68,41,1,1699,2619
false,12,92,-1,1314,3154
true,45,28,1,995,2835
false,38,66,-1,537,4713
true,38,5,1,566,5544
false,65,51,-1,97,6977
true,29,72,1,443,3203
false,77,37,-1,1065,4642
true,22,78,1,228,2502
false,88,34,-1,281,1201
true,13,52,1,48,4820
false,70,17,-1,51,4426
true,77,50,1,1384,4412
false,78,23,-1,728,6279
