true,0,0,0,0,0
true,19,20,2,76,1012
false,63,60,-2,150,990
true,5,56,6,239,4080
false,32,47,-6,199,748
true,16,27,10,1291,2999
false,23,40,-10,913,1753
true,87,46,4,319,3801
false,2,25,-4,113,3117
true,35,2,10,1481,3587
false,81,89,-10,812,3685
true,33,42,2,225,5277
false,43,8,-2,11,2372
true,97,9,8,311,3763
false,81,48,-8,162,3385
true,79,53,6,263,4905
false,11,22,-6,359,1199
true,31,85,6,239,5151
false,10,7,-6,149,5236
true,31,51,10,926,1766
false,49,95,-10,427,5173
true,20,32,9,319,1885
false,84,37,-9,99,2369
true,48,44,5,706,5022
false,18,82,-5,290,2198
true,33,30,5,579,2396
false,81,31,-5,396,2076
true,13,33,7,279,4714
false,46,36,-7,255,3119
true,31,59,4,103,3572
false,15,45,-4,262,2386
true,50,71,3,8,3594
false,23,38,-3,160,1956
true,76,40,7,65,505
false,20,40,-7,125,1821
true,40,39,10,1509,5429
false,73,20,-10,1630,3787
true,16,5,4,584,3266
false,37,54,-4,528,3805
true,34,15,3,19,3397
false,29,21,-3,132,1002
