true,0,0,0,0,0
true,86,38,8,217,2297
false,85,67,-8,984,2846
true,9,26,6,1270,4651
false,59,46,-6,1075,6784
true,63,91,7,249,2067
false,96,10,-7,928,4754
true,36,37,2,321,1567
false,97,28,-2,307,5268
true,51,49,3,109,3758
false,50,62,-3,376,5095
true,78,35,9,19,4035
false,84,91,-9,82,4611
true,100,90,8,1121,3794
false,90,91,-8,629,3284
true,83,96,1,529,3409
false,65,18,-1,59,2969
true,53,55,6,708,4399
false,100,73,-6,325,4106
true,43,83,5,101,4053
false,45,46,-5,1282,4610
true,30,3,6,19,2110
false,99,65,-6,39,2432
true,3,32,3,77,751
false,27,75,-3,130,3400
true,55,77,7,252,3083
false,100,89,-7,111,1741
true,88,3,10,1058,4990
false,66,80,-10,390,2470
true,100,71,1,9,3247
false,100,46,-1,58,2451
