true,0,0,0,0,0
true,96,56,1,82,5728
false,25,17,-1,1309,3309
true,2,16,1,3689,8465
false,22,40,-1,2496,5496
true,38,97,1,188,2224
false,44,63,-1,684,5258
true,26,99,1,396,3430
false,34,32,-1,241,5497
true,20,5,1,17,3020
false,13,16,-1,4,4533
true,93,54,1,689,2689
false,36,66,-1,1044,5247
true,63,20,1,1112,7112
false,18,79,-1,3186,5186
true,72,89,1,809,5555
false,49,28,-1,868,2620
true,68,55,1,220,3760
false,85,60,-1,261,777
true,65,83,1,612,5870
false,7,16,-1,17,5958
true,61,47,1,3266,8982
false,51,80,-1,3036,9516
true,74,95,1,3744,4744
false,79,53,-1,2286,6286
true,18,27,1,913,5949
false,82,82,-1,6,6533
true,54,18,1,102,3102
false,41,51,-1,637,2637
true,68,40,1,2484,7101
false,68,25,-1,1116,4116
true,50,31,1,1634,3634
false,49,84,-1,2187,3187
true,3,33,1,7,4552
false,57,76,-1,58,621
true,45,71,1,1721,5721
false,59,18,-1,275,7275
true,44,37,1,505,5505
false,46,85,-1,2053,4053
true,46,99,1,691,1691
false,99,34,-1,870,5274
true,29,73,1,397,5397
false,77,86,-1,446,5446
true,95,10,1,2799,3799
false,66,71,-1,2366,4366
true,77,14,1,1756,6813
false,69,91,-1,990,5390
true,78,90,1,3823,4823
false,4,25,-1,421,8421
true,41,47,1,2210,4210
false,46,64,-1,227,6227
true,6,67,1,3562,5562
false,9,42,-1,3087,6087
true,46,10,1,250,3832
false,39,75,-1,727,3897
true,1,82,1,969,8086
false,89,89,-1,3174,4174
true,81,39,1,1049,7038
false,32,70,-1,1748,7095
true,94,85,1,2284,7601
false,16,58,-1,1124,7683
true,2,11,1,524,4524
false,29,39,-1,1544,5562
true,90,46,1,90,4554
false,12,14,-1,51,1638
true,8,33,1,832,3832
false,90,67,-1,420,4420
true,92,33,1,394,5814
false,68,81,-1,113,3367
true,21,83,1,2182,7883
false,7,84,-1,2897,4897
true,41,50,1,1017,7333
false,13,41,-1,862,4862
true,40,50,1,1812,5812
false,13,40,-1,3340,4340
true,29,69,1,598,3598
false,8,96,-1,1632,2632
true,59,54,1,60,1803
false,98,93,-1,305,858
true,59,78,1,2486,4486
false,27,39,-1,874,7536
true,50,66,1,3107,9034
false,32,72,-1,52,8052
true,37,80,1,1896,4896
false,49,35,-1,600,7942
true,21,11,1,1636,7265
false,55,18,-1,512,5799
true,24,67,1,1261,4441
false,11,79,-1,458,3458
true,15,37,1,168,3178
false,1,42,-1,134,2692
